这么急啊[惊喜]反正我知道你的评论留不了多久哈哈	要不您这边给我友情赞助两千块？我给您做个绝育[好奇]，再做个碎蛋der手术	1	0	1
仙女的确不需要结婚，但是人家需要供养啊[惊喜]	慌了，慌了，小仙女慌了[惊喜]仙女们不是都不结婚的吗，彩礼和你们有啥关系[飙泪笑]	1	0	0
所以锅钕去找乌干达小哥哥了，都不用给彩礼[惊喜]	太刺激了，典中典性别规训[惊喜]平时不都是“你去找不要彩礼的不就行了”，咋自己不知道去找给彩礼的	1	0	1
你认同的规则，不过是慕拳话术而已，你还指望正常小孩认这一套？	我也00后，不过你这想法也太他妈幼稚了吧，别的不说，结婚就是两个家庭的事情…双方父母不同意不支持不给资助那也活的太困难了吧	0	0	0
哈哈?是的[飙泪笑][飙泪笑][飙泪笑]不过也有谈好了，临时加价的，我觉得这种时候男方不应该妥协，女方也不应该妥协[滑稽][滑稽]男的妥协了，以后女的可能会更过份。女的妥协了，男的以后很可能会因为这事儿闹矛盾，一吵架就是导火索[飙泪笑][飙泪笑]所以，建议就地分手[飙泪笑][飙泪笑]	是的，女性拎不清的挺多，男性也不少。但很多女生对于男性还没有那么大恶意吧，要是谈不来就不结婚了，也不像男性就差指着要彩礼（不管多少）的女性骂了。	0	0	1
七千万的余额不够看啊，看来还是知乎男厉害[滑稽]	上面有博士硕士Microsoft工程师，她那点余额工资真不够看的	0	0	1
中国社会价值观要革命了。[惊喜][飙泪笑]	慌了，慌了，小仙女慌了[惊喜]仙女们不是都不结婚的吗，彩礼和你们有啥关系[飙泪笑]	1	0	0
你也就是个PP了[飙泪笑]	幼稚还自以为成熟，那种口气	1	0	1
我啥时候说过我相信爱情？还有我为何要私奔？放着好日子不过去私奔，我傻？[思考]我当然相信钱啰，爱情不过见色起意，我只信品格相适应性，这样大家都舒适。	[惊喜]你连私奔的勇气都没有，你还说你相信爱情？你结婚不相信爱情，难道相信钱？	1	0	1
所以他说“结婚是两个人从原生家庭独立出来建立小家庭”，他父母知道吗？女生要让孩子随自己姓，爷爷同意吗？爷爷要是不同意，男人跟他爸杠吗？所以不付彩礼的时候“小家庭”，等生完孩子，还要爷爷指手画脚？便宜都占了[白眼][白眼][白眼]	孙子就是跟爷爷姓的啊哈哈哈	0	1	0
杰尼杰尼[生气]	杰尼归来[生气][生气][生气]，给我冲爆奇趣蛋[生气][生气][生气]	0	0	0
祝福你们	我是00后女生，我就不要彩礼，我和我老公很幸福。真搞不懂怎么有些人能心安理得地出卖自己，只想着寄生[尴尬]	1	0	1
就叫高林	能指路一下吗？我想给大神架一个关注。	1	0	0
普信女现代乞丐[滑稽]	我是推荐进来的几个月前评论了嘴，鸡贼男三个字不知道戳到谁的肺管子了[捂脸]	0	0	1
不我所说的借此一毛不拔的意思是“反正我没钱我不想给”而不是“虽然我有钱但是我认为这件事不值得给钱”一个是没钱正好借机不给钱这是实打实的白嫖一个是有钱但认为不合理不愿意给两者本质差太多了	来你仔细想想“借此一毛不拔”的意思是不是就是“我认为这件事情给钱很荒谬所以我绝对不接受给钱”？	0	0	1
winwin就是双赢得意思，赢两次	赢上加赢[拜托]	0	0	0
揣着明白装糊涂干什么呢，如果因为爱情在一起，男方就出孕期的营养费+孩子的保姆费作为彩礼。如果是你这种算计来算计去的，那就是出代孕钱作为彩礼，就按照市场价格，给几倍生几个	我当然愿意出[捂嘴]那这买卖划得来。我总结一下你的方案：男方给彩礼，和女方约定好这是生孩子费用，女方不生就告其骗婚，返还彩礼。生下来的话孩子归男方，彩礼钱归女方，属于买断制，后续孩子不需要承担对女方的抚养义务。不考虑父母等变量，婚后生活可以一方带孩子一方上班，绝对平等。	0	0	1
哈哈哈哈，【部分】女性一边呼吁不结婚，一边又要求彩礼，一边呼吁不生育，一边又说彩礼是生育补偿，一边谴责物化，一边只看钱不看人的择偶观，一边看到帅哥原地开扣要生猴子不介意做四房五房六房，一边谴责男性出轨lan交，一边抗议身材容貌焦虑，一边怒斥身材长相一般的男性有什么资格繁衍...矛盾是事物发展的根本原因，但矛盾的人不是。	慌了，慌了，小仙女慌了[惊喜]仙女们不是都不结婚的吗，彩礼和你们有啥关系[飙泪笑]	0	0	0
还有你们女的，少拿生育说事社会已经补偿过你们了——女的在平均寿命长于男性(睾酮，使得男性寿命较短)的情况下，还可以早退休那么多年。就是因为这点，所以郭嘉才说——彩礼是陋习	女方生孩子不是被逼迫的，但是怀孕生子期间收入下降或者没有的概率非常大，没有绝对的平等	0	0	1
破防了	[惊喜]你连私奔的勇气都没有，你还说你相信爱情？你结婚不相信爱情，难道相信钱？	0	0	1
人家有把握找到不要彩礼的对象。这是人家的自信和本事。有些男人没有这个本事，那就只能交彩礼了。彩礼不合理，但奈何有些男人管不住自己下半身，寂寞难耐呢。	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	0	0	1
答主的想法不违背任何公序良俗，是对婚姻独立新颖的想法，我不明白你为什么非要按照你自己的意愿去纠正他人的想法呢？难道你自己不反感七大姨八大姑教训你说该找个农村的老实人嫁了，别挑来挑去的等等？己所不欲，勿施于人这个道理你不明白吗？	“要彩礼的一律面谈”。我还以为要开个会，大家坐下来好好谈。。。原来是免谈。。。说不出席葬礼啥的，看来这小孩还不懂基本的人情世故。太小了，不适合回答这种问题。	0	0	1
噗，都新中国了还搁这“传宗接代”？	是不结婚的哇 并且希望女孩子们都一样清醒 到时候你们无论给多少彩礼 也没有人给你们“传宗接代”呢[大笑] 	0	0	1
哈哈哈笑死了穷的拿不出来彩礼，你看见女生要彩礼你急了[小情绪][小情绪][小情绪]	越来越多人不想给彩礼所以你急了你害怕将来你对象也不给彩礼既然你们所认同的彩礼是要带回来建设小家庭的那你把这笔资金放在男方这里有什么问题吗？	0	0	1
没毛病哈哈哈	不一定，也有可能正在上班，只不过中场休息	1	0	0
我为啥说她胡搅蛮缠，上面有评论解释过了，我不是胡说八道的，你可以翻翻看	我觉得没毛病吧。他只是不想结婚。毕竟这个人评论区下一堆人说必须要结婚给彩礼。男生不说不要这种女生用了什么贴吧的词汇翻来覆去骂了一顿意思就是这种女的没人要。那这个答主也只是顺着意思说了不结婚这样子就没有矛盾了。不然你说胡搅蛮缠反而有评论区跳脚女性的[发呆]强买强卖的感觉。	0	0	1
万岁，不结婚万岁，[耶]，就是挺好的，	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	1	0	0
知乎吹牛逼又不用上税[惊喜]	因为她本身已经成功了啊[捂脸]	0	1	1
可以理解为，战争出现条件之一	什么逻辑[飙泪笑]跟战争毛关系，现在可不是战争时期。	1	0	1
谁知道呀，谁跳你找谁去呀[尴尬]	我就觉得搞笑的是人家小男生答主发表了一下自己的观点，一没骂人，二没跳脚，咋评论区这么多小仙女就先跳起来了呢	0	0	1
那既然如此为什么不拿个空卡走过场呢？没有区别，为啥非得给彩礼呢？钱在男方那就那么让女没有安全感？都是夫妻二人为了小家，为啥出不起十几万彩礼钱就不结婚了呢？	你自己都说合法了，还属于敲诈？彩礼嫁妆带到小家也是夫妻二人共同规划使用，什么时候就只成为女方的了？家庭日常花销只有你妻子花销？有了小孩子，小孩的抚养费用教育支出也算到你妻子头上？都说了彩礼嫁妆是双方家庭共同扶持一个新生家庭，你在这瞎代入啥呢？	0	0	1
不挣不挣呗，但要是人家你情我愿咱也不好说什么。不过那些硬要bb男人给彩礼还觉得理所应当的pussy女lz看不下去	你还真信她要给自己挣嫁妆？	0	0	1
本来就是评论男的提起的彩礼[尴尬]	如果都不要彩礼是咋吵起来的。。。难道男的说非要给，小姐姐说我不要么	0	0	1
别尬黑，干了一晚上体力活，多睡一会怎么了[尴尬][可怜]	现在拳师才睡醒打拳，可见她们有多么懒惰[衰]	0	0	1
答主有一个字说到这句话？[尴尬]整天脑补，谁让你吃亏受气就去找谁，你老公对你不好就去告他，憋一天天煽动情绪	但是女方得照顾我生病爹妈的吃喝拉撒	0	0	1
[大笑][大笑]可以选择不生啊，结扎技术这么先进有啥不好操作的。谈生意就是先小人后君子嘛，不给彩礼不生孩子，一点毛病没有，家务啥的婚前都可以谈好，一三五二四六，反正啥都一人一半，分房间睡也好操作反正没孩子，电水表都可以装两个；谁出的首付写谁名，房贷也自己还，另一方根据市场价格出房租就好了；有生理需求双方提前预约商定，自己的爸妈自己管，财产各自挣各自花，我觉得完全没问题，完全OJBK[思考]	对，确实不应该收彩礼的，毕竟男女平等，那就生育也平等吧，男生也做个子宫生孩子吧！做家务和照顾孩子也平等，有哪个男生能做到？没有谁会白白为另一个人怀胎10月生孩子，照顾孩子，这辛苦都是金钱换不来的，那些说理解老婆的有本事你做手术，你来生！	0	0	1
尤里的复仇罗蒙诺夫就把天启坦克群开上月亮了[飙泪笑]	小胡子当年要有评论区里这么多坦克能打到tm月球上去?	1	0	0
原来有钱就可以理直气壮的要彩礼了[惊喜]	评论里有个小姐姐超级刚，晒自己的余额和工资。评论里那些男的就不敢呀[捂嘴][捂嘴]	0	1	1
哈哈哈是王羲之的字吗？不是王羲之的我不要	“女方家族的葬礼我可以撰写悼词，但保留不出席的权利。我也会让将来的妻子这样要求我”这句话就很好笑了，越看越好笑。	0	1	0
房子我2套了，都够了，哈哈	是的呀，所以这个要不要彩礼的问题能吵起来也是觉得诧异[飙泪笑]我自己是不要，但是对方要给也行我父母说了嫁妆翻倍，这样一来我俩结婚又能付个首付多套房...双赢嘛。	1	0	1
不结婚怎么就胡搅蛮缠？不结婚不是很正常？你TMD又想结婚又想打压女性。	人家理性探讨问题，你胡搅蛮缠	0	0	1
嗯，可以啊，事情要一件一件来，等我先维护完您对我权利的侵害再说呢	您能出来回答一下我吗，我真的非常需要您的帮助Constantinopolis先生，我要如何维护我自己的权益呢，麻烦您看到回答一下，好吗，拜托了。[大笑][大笑][大笑]	0	0	1
最怕同行竞争	原来拳师们的不婚不育主张只是为了让自己卖个好价钱[飙泪笑]哪个男的要是主张不婚不育或者转头娶越南妹子，拳师们就瞬间要立刻把这种苗条扼杀	1	0	1
要理解毕竟绝经子，观念陈腐不意外	真牛逼，我周围没一个要彩礼结婚的，可能都比较年轻吧，和阿姨们观念有代沟	0	0	1
刚开始的时候这个回答七十个赞一千多评论，评论大多数还都是深夜发的，高赞评论几百赞。都是女拳在教训这个答主。后来有人发现而且现在评论也还比赞多。	男的评论多[微笑]	1	1	1
说实话，我一个一米八以上的男的对你们骂我奇趣蛋真的颇感好笑	奇趣蛋急了，典型砖砸猪叫[惊喜]	0	1	1
理直气壮啃老？	我也00后，不过你这想法也太他妈幼稚了吧，别的不说，结婚就是两个家庭的事情…双方父母不同意不支持不给资助那也活的太困难了吧	0	0	1
两个刚工作的年轻人凭自己居然买不起房，车，结不起婚，生不起子这种畸形到骨子里的模式你还骄傲的很了？	还欧洲美国的，那你呆在中国干啥呢？中国的家庭体系跟欧美家庭体系能比吗？这是一回事吗？真的笑了啦	0	0	1
确实，可能有点理想主义了。但是我不接受您这种“过来人”的指点，您们总认为我们会向生活妥协，或者这样说只是口嗨，但是我至少希望自己未来不是这样的，我会努力学习，努力工作，希望得到您的见证。	还没进入社会吧[惊喜]	1	1	1
结婚是两个家庭的事，是两个家庭扶持出一个小家庭，而不是一个家庭给另一个家庭输血。比如彩礼[尴尬]	我也00后，不过你这想法也太他妈幼稚了吧，别的不说，结婚就是两个家庭的事情…双方父母不同意不支持不给资助那也活的太困难了吧	0	0	1
[思考]你最好理解。女方父母应得的，你一年工资做为彩礼觉得孝敬你丈人丈母娘做为二十多年的丁点回馈不该嘛？？不要说婚后过节拿礼孝顺，那才值多少钱？	彩礼给女方父母是我最不能理解的事，如果彩礼是就给婚后生活的那我能理解。	0	0	1
笑死我了，各位，评论区里那个，超级巨星，别不让俺回复您的评论呀，扔下一句话就跑了，太搞笑了，顺便统一回复一下，家庭美满，父母实力都不差，确实是个有钱人，让您失望了[大笑]	慌了，慌了，小仙女慌了[惊喜]仙女们不是都不结婚的吗，彩礼和你们有啥关系[飙泪笑]	0	0	1
我就能。咋了？不服？	他们要是个个月入百万能天天跑这儿来喷彩礼[doge]	0	1	1
不认是说得夸张，我的意思是，他们只管和我男朋友家里要钱（最开始和我说的是20w，我说太多了才开始往下说)，没有替我想过，从来不和我说家里会怎么准备嫁妆，我有弟弟，重点是自己也是从小到大重男轻女的家庭氛围出来的，所以有些东西我心里有数，也羡慕你这样好的家庭，父母有爱，子女也给予回馈。	六万六八万八的彩礼，你爸妈没给你，你就不认了…………汗死[飙泪笑][飙泪笑][飙泪笑][飙泪笑]我直接给我爸妈买了套房，不给我老公我是不是嫁不出去了	1	0	0
男权急了	健达奇趣蛋急啦[飙泪笑][飙泪笑]	0	1	1
我男的，非常同意，什么破婚，狗都不结[飙泪笑]	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	0	0	0
别尬黑境外势力，人家特殊工作刚下班	00后大学男生，仅仅说明了自己不接受彩礼，全文没有一句脏话、粗话。然后就被刷了几千条（你没看错是几千条）辱骂、攻击评论，最近上百条还都是北京时间凌晨2—3点的………哥们，你碰到的可能是境外势力[飙泪笑][飙泪笑][飙泪笑]	0	0	0
你在说什么？或者说我说了什么让你有这种莫名其妙的想法	大部分不都是两家人一起出钱的吗，而且买房是市场商业行为，在商言商，你没出钱就是和你没关系，按你的逻辑我是不是可以去有钱亲戚家分他们家房子了？[思考]	0	0	1
就算人家面谈，也不会谈一个老太婆吧[尴尬]	小朋友，这个一般都是面谈了，电话说不清楚的	0	0	1
为什么要有家呢，不要不行吗	没问题啊我们承认在生育过程中女性会损失很多东西，因此有各种法律法规在保障女性生育期间的合法权益，男性也在外打工挣钱来支撑家庭正常运转，大家都在为让小家变得越来越好而努力	0	1	1
笑死了，原来外国没彩礼所以都是跟母姓，普信女	我可以接受不要彩礼，但孩子我十月怀胎要和我姓	0	0	1
[思考]这有啥不理解的，归根结底是男权社会的后遗症啊，这不是重男轻女的结果吗？所以始作俑者都是男权社会，然后导致这么个结果，各种要彩礼重男轻女。结果到头来都怪女的[惊喜]真是喜闻乐见的偷换概念。	我也不能理解彩礼给女方父母不返还，就给两床被子给女儿当嫁妆的家庭，女方父母重男轻女就算了，女的还是自己还拎不清总向着自己父母的话，男的还是赶紧跑吧，呼呼的[捂脸]我一直觉得我家就挺重男轻女的，有个弟弟，旁敲侧击了，说是彩礼六万六，八万八的样子（可以谈主要看人)但是我觉得他们要是做的出给我两床被子把我打发的事，我估计不会认他们了[流泪]然后自己攒嫁妆，总不能两个人一无所有地结婚吧[思考]	0	0	1
你好，我是沙特阿拉伯的一位留学生，我存款3亿美元，想找几个中国妻子，但是我很反对彩礼，我该怎么办？	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	0	0	1
彩礼带回小家那也是女方个人财产和男方有毛关系	反正说起来，我身边那些姐姐们的彩礼不高，我们那边八万已经算很多了，emmm彩礼也会带回小家的。不能一概而论吧。	0	0	1
有一说一根本不会急因为一个锅配一个盖女方要彩礼男方不给那就分男方不给女方不在乎那也能成一家人总的来说就是你情我愿我认为彩礼和嫁妆是双方家庭给的经济支持但是你要是说都归男方家庭或者女方家庭管这是不是有点太把钱攥的紧了这是一家人吗？各自算计？一般来说都是父母给了钱怎么花都看小两口咋支配了不是吗	越来越多人不想给彩礼所以你急了你害怕将来你对象也不给彩礼既然你们所认同的彩礼是要带回来建设小家庭的那你把这笔资金放在男方这里有什么问题吗？	0	0	1
牌坊是一回事，实惠又是另一回事了[惊喜]	无论哪个平台，在婚恋和彩礼话题里女的永远是最多的，一边喊着不婚不育，一边又天天往婚恋和彩礼话题里钻，我都不知道她们想干什么？[捂脸]	1	0	0
兄弟明白人啊[思考]	也是没老板包夜的j的休息时间[惊喜][惊喜]	1	1	0
你和你下面的不是评论“大一”“小朋友”评论得正嗨吗？[惊喜]	就咋说呢，当你面对挺大一人还分不清性别的时候，除了感慨确实也产生不了别的情绪，可能还有些心疼你们吧。另外，加强一下理解能力，我这条回复既没有小朋友也没有才大一，更没有彩礼，所以你在说啥？	0	0	1
人家愿意结婚就结婚，不愿意结婚就不结婚，自有考量，用你来不明情况的规劝？	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	0	0	1
不会吧！人死了就完了，搁这表演呢！生前只要尽孝了，死后坟头蹦迪都行！	“女方家族的葬礼我可以撰写悼词，但保留不出席的权利。我也会让将来的妻子这样要求我”这句话就很好笑了，越看越好笑。	1	1	1
麻烦您从您的小世界里出来好吗？这跟痛处没关系，这是此前在本平台被压抑的情绪，来了场集中爆发而已，您也不希望他们过于压抑，然后在现实中找个人来物理打拳吧	是的，反对一下他们观点，争论几句，就开始骂人了？实在不能看！[惊喜]不晓得是否此事牵扯到痛处，说不过就开骂，知乎什么时候变成这样了？	0	0	1
您笑死我啦，我白嫖您问诊，问诊医师是需要有资格证书哒，您去规培的话估计没个十年半载不太行[好奇][好奇][好奇]	慌了，慌了，小仙女慌了[惊喜]仙女们不是都不结婚的吗，彩礼和你们有啥关系[飙泪笑]	1	0	1
经典，破防以后开头就是“笑死”“哈哈哈哈”，只有破防女拳才会这么说[doge]	哈哈哈哈，凡事先问问自己配不配？你是准备入赘吗？天价彩礼人人得而诛之，但是这种还没开始就表明一毛不拔的我得喷一下。	1	0	1
说对了，婚姻、家庭、伦常的本质到底是什么呢？有一句马恩名言可以非常简单的加以回答，那就是“婚姻本质上是一种财产制度”。稍有常识的人都知道伦常无疑是有阶级性的，更没有什么自古以来的普遍道德。从历史的角度说道德是不断演变的，这一点尼采的《论道德的系谱》和维柯的《新科学》里都有论述，只不过前者比较装腔作势、后者比较质朴。马恩的相关经典更论述了道德不但从历史的角度上看是不断演变的，即使在特定的某一时间段之内、在一个社会里，在它的不同阶级的道德感也是完全不同的。这些在家私国和宣言里面写着呢，他们说的都很清楚了就不需要我多说了。社会的顶层早就意识到了这一点，因为它们从古至今的几千年里一直拥有财产。他们最清楚婚姻、家庭的本质无非是让他们的财产得以维持、得以传承甚至得以扩大。我的两片领地之间隔着另一个伯爵的大庄园，还有他在河上修的一座桥。我打了他六次都不是他的对手，现在他有个独眼的女儿要嫁给我儿子，还愿意拿这个庄园和这座桥当嫁妆。我儿子最好能老老实实的去当他女婿，否则我就自己去当他女婿，再生一个儿子继承领地。这就是贵族伦理观和道德观的基础。几千年来它一直有效，所以即使贵族们已经不再是传统的地主，摇身一变成了资本大亨，上层阶级的伦理观也始终没有变。可假如婚姻本质上是一种财产关系，伦理观说到底就是为了财产保值增值和有序传承。那么对根本没有财产的下层阶级来说这玩意有什么用呢？我是个牧羊人，她是个洗衣妇，我是个京杭运河边拉纤的，她是个卖菜卖鱼的。我们在阳光温暖的春天在河边相遇。后边发生了什么？你们不会找几首中世纪的民歌听听？你们不会找两本明朝的民歌集看看？“可是这道德么？““道德是什么鬼？”我是一个钢铁厂的工人，每天工作12个小时，早七点到晚七点，车间里噪音巨大（我说的是德意志帝国的钢铁厂），工伤频发、非死即伤，还没有什么像样的补偿（我说的是德意志帝国的钢铁厂）。她是一个酒吧的女招待，我下班带回一份厂里下午给的加肉面包，她带回一瓶酒。这时候本堂神父来敲门，表示“兄弟，我们来送婚姻进社区！”“不收费！”“来教堂办婚礼还送肥皂！”我想了很久，要不要在唯一的一个休息日早起起办婚礼好换些肥皂。她看了看我说“你爱找谁结婚找谁结婚，反正别找我！”于是我把门关上了。关上之后屋子里的其他人哈哈大笑，我让他们闭嘴老实睡觉，我还要办正事！这个事实证明，即使在同一个时代、同一个国家，它的不同阶级道德观都是不同的。那有趣的问题就来了，到底谁严肃方正道德质朴而且要高举保守道德大棒呢？其中很大一部分就是你在这个评论区看到的这些人。他们刚尝到点财产的甜头，看到的却都是真正的上层阶级的飞扬跋扈和穷奢极侈。他们想享受一下生活，“疯狂一把”，看到的却是房价飞涨，通货膨胀。他们想要一点点财产，用婚姻家庭保值、增值、有序传承，又觉得自己被夹在两个阶层之间。于是他们愤愤不平、他们挥舞道德大棒。他们要用道德法庭来审判老爷、也审判二流子。整个社会是淤泥，就他们是一朵白莲花。全社会都欠他们一笔彩礼。	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	0	0	0
坏了，这会成女神友了[惊喜]	短短几天都翻倍了啊，来，继续[惊喜]	1	1	0
好家伙，合着你想白嫖还就理所应当了呗？彩礼带入到新家庭就你老婆一人开销？你天天搁那吃屁就饱了？	啧啧，所以就是要钱呗，说那么多虚的干嘛，又是这又是那，整那么多借口，标榜过来标榜过去，彩礼白得十几万。打的一手好算盘。	0	0	1
弱爆了[飙泪笑]	这群货就是这样的，你反驳她们一句，她就先骂你一顿，然后再拉黑你，不让你说话[捂脸]	1	0	0
你一开始那样全面扫射我不就是在告诉你不是所有人都那样吗你早说不就完了既然没什么矛盾那就不用再讨论了	[赞]，我说的是不正常的女人，你非得讨论说有正常的，那只能说你身边有正常的。那有的身边就遇不到正常的。还有你不要往我身上扣帽子。我有对象的。[害羞]	0	1	1
不让人坐电梯，不让人从宿舍走，现在不让人说话了？叫你仙女你真当自己是什么了，叫你陀螺你怎么不自己抽自己几鞭子？	女孩子事在找给的了彩礼的啊，但架不住给不了的看到了嗷嗷叫啊，尽管不嫁他，不问他要钱，他也叫唤啊	0	0	1
我ps技术好再加两个零都行[惊喜]	原来只看有多少钱的吗？那你觉得我看你是个啥？	1	0	1
醒醒，八万条了。	人家也就表达一下自己的观点，既没有胁迫欺骗别人，也没有辱骂和攻击，结果就被评论攻击指点辱骂了几千条评论[尴尬]到底是谁幼稚啊[尴尬]	0	0	0
彩礼是肯定要给的，这是习俗，但是要几十上百万的免谈。坚决不给彩礼除非你很有钱，不然就算你特别优秀女方也未必会同意，这个面子不能丢	越来越多人不想给彩礼所以你急了你害怕将来你对象也不给彩礼既然你们所认同的彩礼是要带回来建设小家庭的那你把这笔资金放在男方这里有什么问题吗？	0	0	1
慷他人之慨真大方啊我只能说。各自管好自己家就行了，凭什么要求伴侣去管你家的事儿。	喔，原来你认为和原生家庭的交往是交易关系？只有从原生家庭受益了，才有义务反哺？那真不好意思，我们不是同一种人，我手上有更优质的资源，如果我父母需要，我一定会想办法提供，我欠人情也无所谓。那你这种没什么人情味的人确实可以和原生家庭割裂，不过毕竟养白眼狼的父母也不算很多，所以这种特殊情况我觉得不具备可供参考性。	0	0	1
什么遗老发言	我感觉答主可能是看西方文学或电影看得多了，以至于说话也带有西方的味道，可是所表达的思想估计外国人也不会认可。我们中国自古以来就是一个人情社会，别说女方家族的葬礼了，就是邻居熟人的都不该这样说，但凡懂一点人情世故就不会说出这种话。人就是一切社会关系的总和，你不想要这种社会关系，首先你得承认你不是人。	0	0	1
什么年代了，自由恋爱，懂自由吗	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	1	0	1
我婚照结，女朋友照耍，彩礼一分不给[大笑]你老几啊管的着吗，娘味儿真重	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	0	0	1
对啊，以其人之道还治其人之身嘛[吃瓜]	简直就是离谱，可以说没有任何人情味了，冷淡至极自私自利……	1	0	1
正常女人别上知乎来 用女拳的话来说这里正在掀房顶 小心被误伤	srds不能dt吗，为什么一定要伤害女生的身体呢，我觉得您挺自私的	0	0	1
她要是不给也有法律保护啊，你还能离婚不成？	从法律的概念上来讲彩礼和嫁妆都是女方所有哈，她要不给小家你能拿他怎么样？	0	0	1
结婚不是对女性的压迫吗？人家不结婚不是更好吗？	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	0	0	1
你倒是能和原生家庭切割呢？我发现你们这些51号元素抬的时候最喜欢的就是把别人的观点强加给另一个人，然后虚空打靶。来来来，你翻一翻我哪句话提过正常大部分情况下一个人是能和原生家庭彻底分割的？我哪句话不是在讲人是不可能和原生家庭彻底分割的？	妈宝男不行是因为家庭不行，所以要和原生家庭切割，给彩礼的时候是两个家庭的事，薛定谔的家庭是吧？	0	0	1
讨价还价呢这是[尴尬]	我其实很好奇为什么很多男的，一张口就是彩礼二十万，谈到彩礼就觉得是几十万上百万。说实话这种得看家庭，又不是每个女的彩礼都是二十多万。很多地区彩礼大多数是在2-8万之间，十几万几十万上百万的也有，不过较于前者少挺多的，上海北京也有几万彩礼的，人家也是双方家庭谈拢了的，别说到彩礼就是说卖女儿，真正卖女儿别说城市，就是农村培养一个女儿从出生到大学光二十万金钱也不够，被说时间精力。开口那么高的要么是人家女方真有钱，你给那么多人家嫁妆也只多不少；要么就是扶弟魔，这种可以考虑放弃。	0	0	1
不用。我不想了如指掌。我就想单纯发泄[飙泪笑]	就是锅钕内心的真实想法罢了	0	0	0
那肯定啊，假设男女都是独生子女，面临的是421甚至423结构，这谁顶得住	全民丁克代表的就是真正的男女平权自食其力了，想着靠女人生孩子养孩子处理家族照顾你爹妈的生活也就没戏了	0	0	1
平权的正常女性不建议在这里回复了，什么时候微博和豆瓣的女拳消失了，知乎里这种南拳现象才会消失。话说微博豆瓣女拳前几年我就有所耳闻，但今年这帮拳师的脑子坑越来越多，越来越激进，前段时间北师大电梯事件，我给一个北师大的女博士生发这个问她有什么看法，她也跟那帮女拳一个路子，瞬间颠覆了以往我对她的所有印象，我一个守序中立也被逼的守序邪恶了[捂脸][捂脸][捂脸]	确实，可能有点理想主义了。但是我不接受您这种“过来人”的指点，您们总认为我们会向生活妥协，或者这样说只是口嗨，但是我至少希望自己未来不是这样的，我会努力学习，努力工作，希望得到您的见证。	0	1	0
你都独立了，看啥结婚的问答呀	疼一下？女性十月怀胎孕育一个生命的伟大是一句简单的疼一下那么简单？怀孕后身材走样是吃的多了？产后AA制？那我觉得就没必要结婚了，为什么要在伤害自己身体的前提下还降低自己的生活质量。现代独立女性为啥还要受这个委屈。	1	0	1
笑了你不愿意娶媳妇就打光棍一辈子呗，也没人逼你[大哭][大哭][大哭]	我第一次知道知乎这么多女的，恐怖人家不掏钱你们划走不就行了吗非要让人掏钱干啥呢？	1	0	1
你也好好笑[酷]	“女方家族的葬礼我可以撰写悼词，但保留不出席的权利。我也会让将来的妻子这样要求我”这句话就很好笑了，越看越好笑。	1	1	1
没有物质的基础在美好的爱情也得败给柴米油盐	[惊喜]话是没错，但婚姻的维系是爱情不是物质	1	0	0
不要意思，独生子，姐姐妹妹是啥，没听说过[惊喜]不过陀螺们不是不婚不育，反抗压迫吗，为啥上赶着当婚马户	你姐姐妹妹也别要，[大笑]	0	0	1
妈味十足	小朋友，这个一般都是面谈了，电话说不清楚的	1	0	1
[飙泪笑]是这个问题问的就有失偏颇很容易引起打拳人士。我是个女的我觉得这个答主说的没啥问题 首先他说了不给彩礼，但是人家也说了女方可以同样这样要求他，没问题呀[飙泪笑]彩礼嫁妆要么都不给都不要，要么就双方都给全给新婚小夫妻拿着。	慌了，慌了，小仙女慌了[惊喜]仙女们不是都不结婚的吗，彩礼和你们有啥关系[飙泪笑]	0	0	1
你完全没必要结婚把个婚姻当生意一样	我如果不怀孕我也可以工作啊，怀孕休假几个月回到公司还能回到原来的职位吗？？而且彩礼为什么不能给我？？我因为生孩子身体没有受到损害？？我拿这些钱给我自己买补品不行吗？？在你眼里女人就是生育机器吗？	0	0	1
